price,bedrooms,bathrooms,condition,grade,sqft_living,sqft_lot,yr_built,waterfront
473000,2,1.75,3,8,1640,4500,2005,0
585888,3,2,4,7,1700,7725,1966,0
405000,4,2.5,3,7,1840,4500,2001,0
650000,3,1.75,3,8,3270,31450,1965,1
415000,4,2.5,4,7,2270,52707,1975,0
575000,3,2,3,8,2130,4000,1951,0
220000,3,2.25,3,7,1970,7252,1985,0
610000,4,3,5,8,2530,10125,1967,0
499950,3,1,3,7,1390,6380,1941,0
883000,4,2.5,3,9,1430,6240,1990,0
436000,2,1,3,7,2790,8100,1925,0
320000,3,2.5,3,8,1270,1314,2007,0
425000,3,1.75,3,7,2290,36242,1989,0
204700,4,2,3,7,1640,7280,1967,0
384000,6,3,4,7,1160,5628,1987,0
314000,3,2.75,4,7,1620,8200,1984,0
535000,3,2.5,3,9,2390,11761,2003,0
568000,4,1.75,4,8,2110,110597,1979,0
426000,4,1.5,4,7,1290,7300,1973,0
675000,4,2.75,5,8,2400,5989,1908,0
380000,4,2.5,3,8,2290,5942,2000,0
685000,3,2.5,4,8,1880,6135,1927,0
429000,3,2,3,7,2480,114728,1991,0
799000,4,1.5,3,7,860,8670,1968,0
318500,5,1.75,3,7,1550,6986,1978,0
925000,3,3.25,3,9,2640,14700,2002,0
420000,3,1.5,3,7,1860,5000,1963,0
570000,2,1,3,7,1590,4000,1906,0
1.05E+06,4,2.75,5,8,2350,12507,1960,0
333000,3,1,4,7,1350,9300,1954,0
1.36E+06,2,1.75,3,8,1830,8279,1931,1
660000,3,2.5,4,9,2260,5000,1953,0
350000,6,4.5,3,7,1550,8460,1980,0
682500,6,4.5,3,7,1550,8460,1980,0
399990,5,2.75,5,7,1240,4000,1943,0
860000,5,3.25,4,8,2780,21132,1968,0
216180,2,1,3,6,2180,7200,1948,0
300000,4,2.25,5,8,1680,9769,1989,0
145000,3,1,3,7,1150,9435,1960,0
255000,3,1,3,7,1150,9435,1960,0
250000,3,1.75,3,6,2150,4339,1984,0
245000,3,1,3,7,1290,9440,1978,0
445000,3,1.75,4,8,1970,7056,1979,0
562000,3,1.5,4,7,1310,7500,1957,0
501000,4,1,3,7,1730,7519,1963,0
190000,3,1.75,4,6,1110,8382,1918,0
862500,4,2.75,3,10,3490,25138,1996,0
1.09E+06,5,2.5,4,10,2350,6000,1922,0
575000,5,3,3,9,2590,8691,1960,0
250000,1,1,4,6,1860,297514,1935,0
310000,7,1.5,4,7,1710,15429,1962,0
1.40E+06,5,3.25,3,10,2780,6610,1957,0
284850,3,1.5,3,7,1950,7840,1969,0
570000,4,2.5,3,9,2110,11761,2003,0
304000,3,1.75,3,7,1690,6000,1954,0
560000,4,2.5,4,8,1790,9787,1983,0
325000,3,1,3,7,1540,10500,1954,0
557510,4,2,3,7,1580,4800,1912,0
305000,4,2.25,4,9,2140,8400,1967,0
320000,5,1,4,5,2760,10749,1958,0
455000,5,2.25,4,8,2020,28177,1978,0
383001,3,1,4,7,1700,7210,1963,0
545000,3,1.75,5,6,1100,39504,1931,0
487500,2,1,3,7,1600,5000,1925,0
345000,5,2.5,3,8,1940,6035,2002,0
583000,6,2.75,4,8,2250,12255,1974,0
534950,3,2.25,3,8,2130,10158,1977,0
403504,4,1,3,6,1790,5857,1904,0
500000,3,1.75,3,7,1480,6120,1946,0
319502,3,1.75,3,7,1930,45151,1990,0
525000,4,2.75,3,8,1920,6375,1960,0
563000,4,3,3,8,2000,42500,1996,0
898500,4,2.75,3,8,1080,3750,1911,0
651000,3,2.5,4,10,2090,108366,1991,0
450000,4,2.75,3,7,1340,6144,1911,0
665000,4,2.25,4,8,2290,8019,1975,0
825000,4,2.5,5,8,1760,4000,1929,0
200000,3,1,4,6,1310,9510,1938,0
295000,3,2,3,7,2590,6255,1998,0
748000,4,2.5,3,10,2720,7635,2004,0
580000,3,2.5,2,9,3200,22475,1967,0
275000,3,1,3,6,1500,10710,1942,0
196000,3,1,4,6,1020,8470,1963,0
235750,2,1,2,6,1390,11250,1938,0
315000,3,2.25,3,8,2080,8452,1965,0
338000,4,2.5,3,8,2200,8297,1999,0
353000,4,2.5,3,8,2390,4385,2006,0
235000,3,1.75,3,7,1400,8490,1998,0
569999,3,2.5,3,9,2780,15318,1990,0
505000,4,2.25,3,8,2090,7964,1968,0
1.23E+06,4,3,3,8,2350,4600,1906,0
299000,2,1.75,4,7,1910,26042,1950,0
240000,3,2,3,7,1620,6360,1991,0
1.96E+06,3,1.75,4,8,3730,16560,1960,1
1.27E+06,4,3.25,5,9,1940,4600,1913,0
405000,2,1.75,3,7,1370,4115,1986,0
304000,4,2,4,7,1320,8274,1953,0
272000,4,2.25,3,7,1810,5669,2003,0
412000,2,1,3,6,1250,3960,1925,0
698000,4,2.5,3,9,3160,8339,2001,0
400000,2,1,3,7,1230,5100,1942,0
305000,3,2.5,3,8,2180,7614,1994,0
585000,4,2,4,7,1830,12060,1962,0
190000,2,1.5,3,7,1450,7658,1982,0
760000,4,2.5,3,10,3250,12212,1988,0
570000,3,1.75,3,8,1930,35060,1977,0
144000,3,1,3,6,1140,9975,1946,0
139000,2,1,4,5,1140,4860,1942,0
525000,4,1.5,4,7,1570,6380,1945,0
293000,1,1,3,6,1230,8100,1935,0
267100,2,2.5,3,7,1250,1361,2005,0
1.50E+06,4,3.25,3,10,3090,6758,2005,0
240000,3,2.25,4,7,1530,8102,1992,0
975000,3,2.5,3,9,2380,7000,1915,0
279950,5,1.75,4,7,1710,7300,1970,0
405000,3,1.75,4,7,1360,7373,1979,0
400000,3,2.5,3,9,2500,29269,1973,0
225000,3,1,4,5,1150,6500,1954,0
250000,3,1,4,7,1740,8000,1967,0
272950,3,2.25,4,7,1570,8418,1991,0
625000,5,1,3,9,3240,6036,2007,0
670000,3,1.75,4,7,2010,2640,1910,0
1.07E+06,3,2.5,5,9,1970,3464,1990,0
540000,3,1.75,5,8,2140,8000,1963,0
525000,3,2.5,3,9,2790,6725,2003,0
425000,2,1,3,7,1440,9000,1947,0
465500,3,1.75,3,7,1440,5378,1965,0
443500,3,2.5,3,7,2440,5798,2006,0
350000,4,2.25,4,7,1700,181708,1972,0
850000,3,2.5,4,9,2520,65775,1984,0
205000,3,2.25,3,8,1250,1030,2008,0
315000,4,2.5,4,8,1920,12600,1977,0
470000,3,2.5,3,8,2490,7951,1992,0
1.10E+06,4,2.25,4,9,3450,9566,1973,0
340000,3,1.75,3,7,2320,20624,1979,0
310000,4,2.5,4,8,2280,12477,1960,0
305000,3,1,3,7,1240,8910,1950,0
307150,3,1.5,4,7,1450,8023,1959,0
729032,4,2.5,4,9,2840,13209,1977,0
750000,5,2.5,3,8,2730,10400,1958,0
289000,4,2.5,3,7,1961,3401,2006,0
480000,3,1,3,7,1560,6588,1950,0
529000,3,1.75,3,8,1920,7579,1974,0
585000,3,1.75,4,7,1810,4800,1944,0
704000,4,2.75,5,8,2200,12088,1976,0
607000,4,2,5,7,1510,3889,1926,0
580000,3,2.25,3,8,2190,8374,1978,0
875000,5,2.5,4,8,2480,8714,1976,0
610000,4,2.5,4,8,2260,8500,1976,0
230000,3,0.75,3,6,1410,19000,1941,0
510000,4,2.25,3,8,2450,41181,1976,0
733000,4,2.5,3,7,1970,4920,1977,0
169100,3,2,4,7,1690,15675,1953,0
250000,3,2,4,7,1690,15675,1953,0
500000,4,2.25,3,8,2730,36677,1977,0
700000,2,1,3,8,1820,7700,1948,0
379000,4,2.75,3,8,2300,5378,2001,0
650000,4,2.5,3,9,3340,222156,2002,0
412133,2,1,3,7,1560,4600,1948,0
480000,4,2.25,3,8,2330,14190,1962,0
650000,3,1.75,3,7,2720,11448,1957,0
505000,2,2.5,3,8,1350,4664,2005,0
931088,4,2.5,4,9,2730,12120,1957,0
570000,4,1.75,4,8,1860,7700,1964,0
475000,3,1,4,6,1790,4635,1919,0
240000,6,1.75,3,7,1850,8594,1959,0
462000,4,2.5,4,8,2390,67415,1979,0
1.12E+06,3,2.5,5,8,3100,18210,1912,0
243000,3,1,2,6,1730,6600,1970,0
660000,4,2.25,4,8,1930,15375,1957,0
1.19E+06,2,1.75,4,8,2030,8408,1939,1
1.68E+06,4,4.25,3,11,5030,101901,1998,0
6.89E+06,6,7.75,3,13,4540,42730,2001,0
368000,3,2.5,3,7,2080,4947,2004,0
811500,5,4.25,3,9,3480,4500,2004,0
275000,2,1,5,6,770,8150,1948,0
650000,4,2.5,3,9,2680,7200,2001,0
485000,3,2,3,7,1900,36300,1995,0
425000,3,2.5,4,7,2520,13068,1976,0
530000,3,2.5,3,8,2120,12432,1978,0
657000,4,1.75,3,8,2740,9286,1954,0
315000,4,2.75,3,7,1740,3800,2002,0
273000,4,1.5,4,6,2420,22614,1954,0
550000,3,2.75,5,8,2040,9866,1975,0
347000,2,2.25,3,8,1560,1758,2006,0
525000,5,2.75,4,7,1780,8391,1972,0
490000,3,1.5,3,8,1350,2521,2007,0
500000,3,2.25,3,8,1450,7955,1978,0
585000,3,2.75,3,9,3080,7274,2008,0
926500,4,2.75,3,9,2900,15720,1981,0
465000,1,1,3,7,1670,3480,1927,0
200000,4,2,3,7,1280,6532,1975,0
1.68E+06,6,4.75,3,12,4470,14571,1998,0
220500,2,1,2,6,2090,27442,1949,0
329000,2,1,2,6,2090,27442,1949,0
715000,3,4,3,8,2080,2250,1997,0
780000,3,4,3,8,2080,2250,1997,0
410000,2,1,3,7,1310,4080,1949,0
778100,2,1,3,7,1310,4080,1949,0
406000,3,1,4,7,1570,8198,1952,0
665000,4,2.5,3,8,2580,5900,1963,0
305000,2,1,4,7,1620,8214,1947,0
265000,3,2.5,3,7,1850,7200,1991,0
485000,4,1,3,7,1760,4080,1923,0
600000,3,2.5,4,9,2870,102366,1977,0
510000,2,1.5,3,7,1710,5100,1940,0
195000,2,1,4,8,1090,3899,1972,0
432500,3,1.75,3,7,1400,5100,1965,0
490000,3,1.75,4,7,1950,8199,1967,0
270000,3,2.5,4,7,1410,8590,1992,0
370000,2,1.5,3,7,1480,2632,1984,0
327500,3,2.5,3,8,2090,12666,1991,0
826000,2,1,3,7,1730,4080,1908,0
510000,3,1.75,3,7,1170,9546,1934,0
587750,2,1,3,7,1330,5904,1941,0
449228,5,2.5,3,8,2930,16062,1965,0
565000,3,2.5,3,9,1870,109468,1999,0
660000,4,2.5,3,9,3250,215186,2000,0
400000,5,2.75,5,8,2140,35140,1977,0
612500,4,2,3,7,1280,5000,1949,0
560000,4,1.75,5,7,1410,6250,1917,0
727000,3,2.25,5,8,1850,4200,1939,0
224000,4,3,4,7,940,5937,1976,0
1.08E+06,4,2.5,3,11,3540,22234,1990,0
439000,3,2.25,3,7,1660,7565,1977,0
335000,3,1.5,2,7,1920,110206,1980,0
779000,4,1.5,4,8,2160,5006,1937,0
452000,5,1.75,3,6,2010,13135,1948,0
775000,4,3,4,7,1670,5304,1947,0
235000,3,1.75,3,7,1380,8800,1967,0
370000,3,1.75,4,7,2190,21518,1953,0
790000,4,3,4,9,3110,12600,1976,0
903000,2,1.5,4,6,2020,7800,1947,0
209950,3,1,4,6,970,7875,1967,0
309000,3,2.5,3,7,1670,6618,1988,0
440000,3,1.75,3,7,1710,8100,1948,0
571500,4,2.25,3,8,2020,16140,1959,0
514000,2,1,4,7,1300,4000,1906,0
323000,3,1.75,3,7,1830,7300,1947,0
290000,2,1.75,3,8,2050,9000,2002,0
2.58E+06,4,4.25,3,11,3570,14750,2006,0
1.36E+06,3,2,3,10,2950,21814,1979,0
551000,4,1.5,3,7,1470,5100,1946,0
960000,4,2.5,5,10,3700,44431,1979,0
720000,5,2.5,3,9,2910,11854,1989,0
218000,3,1.75,3,8,1940,7630,1979,0
334950,4,2.5,3,8,2040,7700,1997,0
605000,4,2.25,4,9,2510,39221,1979,0
825000,4,3.25,3,9,1830,4920,2006,0
268500,4,1.75,4,8,1720,8000,1974,0
230000,3,1.75,5,7,1320,9600,1969,0
1.34E+06,4,4,3,10,3370,213444,2000,0
245500,2,1.5,3,7,1430,9828,1955,0
440000,3,2.25,3,7,1820,7414,1982,0
571500,4,2.75,4,8,2060,6061,1993,0
182500,3,2.25,3,7,1670,8001,1997,0
217000,2,1,3,6,1020,5600,1951,0
335000,2,1.5,5,6,1170,5120,1941,0
501000,2,1,5,7,1680,4320,1924,0
339950,3,2.5,3,8,2090,8000,1979,0
340000,3,1.75,3,8,1730,9450,1968,0
582500,2,1,3,6,2940,8417,1966,0
298800,2,1,3,6,1180,8189,1948,0
317500,6,1.75,3,8,1900,7695,1977,0
598000,4,2.5,5,7,1740,5750,1926,0
375000,2,2.25,3,8,1640,2240,1980,0
465000,4,2.25,4,9,2550,7650,1996,0
551870,3,2.5,3,8,1520,14709,2006,0
295000,3,2.5,3,8,2310,8009,1993,0
263500,4,1.75,3,8,2070,7210,1977,0
1.10E+06,4,4,5,8,2340,8216,1958,0
300000,2,1,5,6,980,4501,1920,0
780000,4,1,3,8,2030,4872,1924,0
325000,3,1.5,3,7,1590,7936,1956,0
370000,2,1,3,7,1640,6550,1949,0
715000,4,2.5,5,8,2480,9875,1974,0
356000,4,2,5,7,1260,8306,1938,0
329950,4,1.75,3,8,1680,7350,1976,0
490000,3,2.25,3,8,1640,4300,1984,0
429000,3,3.25,3,8,1410,1253,2005,0
510000,4,2.5,4,7,1480,8120,1983,0
550000,3,2.5,3,7,2290,4080,2003,0
467500,3,1,4,7,1670,8012,1956,0
615000,5,2,5,7,1710,4180,1926,0
325000,2,1,4,6,1300,11500,1953,0
219950,2,1,3,6,1200,4120,1907,0
950000,3,1,4,7,3200,8923,1946,0
925000,3,1,4,8,1710,3600,1912,0
251200,4,1.5,3,7,1260,8255,1953,0
215000,3,1.5,4,6,1060,5304,1968,0
245000,3,2,4,7,1790,8174,1970,0
259000,3,1.75,3,6,1270,6431,1922,0
349950,4,1.5,3,7,1560,5600,1925,0
1.57E+06,5,4.5,3,11,4190,40609,2001,0
600000,2,1,3,7,1300,4500,1939,0
405000,2,1.5,3,8,1290,1308,2001,0
625000,3,2.5,3,8,1530,9204,1993,0
430000,4,1,3,7,2190,87117,1943,0
533000,3,3,3,8,1300,1310,2004,0
1.05E+06,4,2.5,3,10,2750,9860,1999,0
230000,3,1.75,3,5,1960,5000,1931,0
275000,4,1.75,5,7,1490,7350,1975,0
403000,2,1,4,7,1240,3598,1926,0
550388,3,3,5,7,2740,70567,1966,0
415500,3,1.5,3,7,1640,9600,1958,0
913000,3,1.75,4,7,1890,4000,1925,0
334998,2,1,3,6,1570,5876,1942,0
201500,3,1,4,7,1480,7800,1959,0
820000,3,2.5,3,10,3370,51450,1997,0
371000,3,1,3,7,1630,7455,1951,0
229950,4,2.5,5,7,1610,7350,1976,0
344900,4,2.5,5,7,1610,7350,1976,0
840000,3,2.5,3,8,1240,7072,1924,0
285000,3,1.5,4,7,1600,10720,1967,0
475000,4,2.25,3,7,2260,7498,1979,0
420000,2,1,3,6,1460,7632,1924,0
685000,3,2,3,7,1920,5000,1909,0
879000,4,3,3,10,2790,54014,2005,0
197200,3,1,3,6,1300,8775,1942,0
529950,3,1,5,7,1240,4900,1909,0
1.09E+06,4,2.5,3,11,2720,97138,1992,0
792000,3,1.5,3,8,2070,3600,1915,0
262000,3,2.5,4,7,1680,9849,1994,0
353900,3,1.75,5,6,1320,7680,1927,0
380000,1,1.5,3,7,1480,67082,1983,0
305000,3,2.5,3,7,1830,5175,2002,0
440000,4,2,3,7,1630,5060,1994,0
1.01E+06,4,3.5,3,9,1470,3060,2001,0
549900,5,3,3,8,3610,7979,2003,0
678500,4,3,3,8,2060,212137,1992,0
270000,3,2.25,3,7,1290,9587,1986,0
430000,3,1,4,7,1920,9046,1949,0
1.93E+06,5,4.25,4,11,4470,9194,1914,0
790500,4,2.75,3,9,3625,5637,2014,0
447450,3,2.25,3,8,1620,7318,1991,0
375000,3,2,3,7,1470,3775,1954,0
565000,4,2,4,7,1920,9270,1963,0
400000,2,1,4,6,1580,3888,1918,0
246000,3,1.5,4,8,1960,6700,1976,0
329922,3,1.75,3,7,1460,7402,1967,0
1.25E+06,5,3.25,3,10,3860,45870,1969,0
375000,3,1,4,6,1260,7425,1910,0
385000,3,1.75,3,7,1380,9086,1944,0
591500,4,2.5,4,7,1600,4590,1912,0
255000,4,2,4,7,1790,11906,1960,0
275000,3,1.5,3,7,1510,8040,1959,0
800000,4,2.75,3,9,3200,5000,2010,0
327000,2,1,3,7,1320,9385,1952,0
355000,4,1.5,4,7,2170,12465,1954,0
310000,2,1,4,6,1340,7651,1947,0
869000,5,3.25,4,8,3170,8029,1979,0
272000,3,2,5,7,1190,6384,1942,0
665000,5,2.25,3,9,1580,55322,2000,0
225000,3,2.5,3,7,1750,7172,1989,0
375000,3,2.5,3,9,2700,40091,1989,0
375500,3,1.5,3,8,2150,7216,1975,0
550000,3,1.75,3,7,1570,5750,1948,0
248000,3,1,3,7,1470,6784,1946,0
546940,3,1,3,7,1470,6784,1946,0
680000,4,3,3,9,3150,6986,2001,0
350000,4,2.5,3,8,2170,6097,1997,0
593000,2,2.5,3,8,1970,5650,1994,0
390000,2,1,3,7,1260,8148,1958,0
297000,3,1,4,7,1660,196591,1924,0
355000,2,1,4,7,1440,10636,1965,0
309900,3,2.5,3,7,1680,10939,1987,0
257000,3,2.25,3,7,1720,9916,1992,0
1.70E+06,4,3,4,9,2620,10400,1959,0
300000,3,2,3,7,1590,3825,1987,0
500000,3,2,3,8,1560,1728,2014,0
900000,8,4,3,8,1560,3737,1968,0
695000,4,3,3,9,2970,6228,2001,0
213400,4,2.5,3,7,1680,6982,2001,0
425000,2,1,3,7,1620,8531,1939,0
420000,3,3,4,9,2260,45901,1986,0
411000,1,1,3,7,1620,4000,1948,0
762500,4,2.25,3,9,3130,54886,1986,0
569950,5,4.5,3,10,1640,13503,2001,0
258000,4,1,5,6,1460,8500,1916,0
499000,3,2.25,3,8,1770,3669,2004,0
310000,3,1,4,7,1520,10723,1961,0
398500,2,2.5,3,8,1390,1227,2005,0
250600,4,2.5,3,7,1830,9591,1981,0
352000,4,2.5,3,7,1670,7627,1985,0
600000,2,1,3,7,2700,5400,1909,0
645000,3,1,4,7,1860,4080,1946,0
291500,4,2.5,3,7,2080,5100,2004,0
350000,4,1.75,4,8,2150,12508,1940,0
279000,3,2.5,3,7,1220,6440,1974,0
320000,2,1,3,6,1370,5632,1940,0
495000,2,2,3,8,1560,4770,2004,0
490000,4,2.5,3,7,2000,38159,1989,0
770000,5,1.5,4,8,1450,4265,1926,0
215000,3,1.75,3,8,2300,24534,1959,0
665000,3,3.5,3,9,2880,60548,2005,0
423500,3,2.25,3,7,1660,8100,1987,0
850000,3,3,3,9,1280,1310,1900,0
155000,2,1,3,6,1070,6232,1943,0
505000,3,2.25,3,7,1850,7519,1963,0
780000,3,3.5,3,9,3310,5270,2005,0
165000,3,1.5,3,7,1620,17859,1970,0
707000,2,2.5,5,8,1750,6000,1972,0
497000,3,2.5,3,8,1220,1546,2000,0
349170,4,1.75,3,7,1660,8088,1955,0
287000,4,1.5,3,7,1730,10050,1963,0
2.38E+06,4,2.5,3,10,4200,22114,1969,0
645000,4,2.5,5,8,2140,9048,1963,0
238000,5,2.25,3,7,2180,11644,1990,0
328000,5,2.25,3,7,2180,11644,1990,0
365000,2,1.5,3,8,1370,1281,2003,0
380000,3,1,4,7,1360,8147,1948,0
525000,4,1.5,3,7,1830,10264,1962,0
402000,4,2.25,5,7,2000,5100,1926,0
308000,2,1,3,7,1590,9542,1969,0
405000,3,2.5,3,7,2320,5178,2006,0
808000,3,1.75,3,8,2340,28456,1951,0
875000,4,3.5,3,9,3370,6535,2010,0
860000,3,2.5,4,8,2590,41553,1982,0
367500,4,2.25,3,8,1930,7200,1960,0
604000,6,3.5,3,8,2020,11656,1987,0
230000,2,0.75,3,6,1270,9800,1934,0
435000,4,2.75,3,7,2060,8100,1978,0
347500,4,2.5,3,7,1970,5361,2007,0
525000,4,1.75,3,7,1560,9698,1981,0
280000,2,1.5,4,7,1520,7525,1940,0
490000,2,1.5,4,7,1520,7525,1940,0
265000,4,1.75,5,6,1030,5900,1942,0
645000,4,2.25,4,8,2720,18295,1979,0
390000,3,2.25,4,8,2040,30472,1964,0
267500,3,2.5,3,7,1530,7688,1988,0
1.28E+06,4,3.5,3,11,3413,10766,2007,0
404000,4,1.75,3,7,1840,9044,1958,0
380000,3,2.25,3,8,2480,10172,1989,0
812500,4,2.75,4,9,2710,9900,1978,0
265000,3,1,5,7,1070,5940,1959,0
480000,5,2.75,5,8,2450,7725,1967,0
264000,1,1,3,6,900,5250,1939,0
1.35E+06,5,3,3,10,3800,44417,1969,0
550000,4,1.75,4,7,2040,9000,1966,0
615000,2,1.5,3,7,1220,4440,1929,0
464000,3,1.75,3,8,2260,26000,1967,0
365000,3,1,3,8,2350,32500,1976,0
490000,4,2.25,3,8,2260,9800,1977,0
280927,4,2.25,4,8,2080,7210,1977,0
282613,2,1,4,6,1340,6040,1954,0
675000,3,2.25,3,10,3290,15886,1982,0
575550,4,2.5,3,8,2280,8396,1985,0
259900,3,2,4,7,1540,7366,1990,0
450000,4,2.25,3,8,2150,7746,1996,0
487500,4,2.5,3,9,2850,6140,2013,0
275000,4,2.25,4,7,1610,12100,1973,0
305000,3,2.5,3,8,2740,5000,2002,0
395000,3,1.75,4,8,2570,216057,1977,0
215000,3,1,4,6,1020,7566,1940,0
410000,3,2,4,7,1620,4000,1920,0
440000,4,2.5,4,7,2190,9900,1976,0
1.16E+06,4,3.5,3,11,3300,10113,1994,0
500000,4,2,4,7,1100,7620,1956,0
961000,5,2.75,3,8,1390,3060,1909,0
825000,4,2.25,4,9,3010,9340,1979,0
734000,3,1.75,5,8,1140,3840,1910,0
490000,4,4.25,3,7,2190,6070,2003,0
175000,4,2.5,3,7,1630,6000,1991,0
190000,1,1,3,6,1240,4860,1914,0
305000,4,2.25,4,7,1620,7400,1978,0
1.30E+06,3,1,5,8,2300,10080,1940,0
417000,2,1,3,6,1510,5944,1919,0
275000,2,1,2,5,1070,4175,1906,0
661000,3,2.5,3,8,2070,8514,1991,0
435000,4,2.75,3,8,2100,9600,1998,0
788000,5,2.25,3,8,2400,10690,1972,0
1.80E+06,5,3.25,3,10,3550,13917,1977,0
408000,5,3.25,3,7,1560,5647,1906,0
570000,2,1,4,8,1458,3760,1912,0
1.54E+06,5,3.25,3,9,2470,6735,1953,0
400000,2,1,3,7,1630,5510,1955,0
247000,3,1.75,4,8,2210,8320,1987,0
453000,3,1.75,3,7,1560,7440,1949,0
235000,2,1,4,6,1270,1514,1923,0
675000,4,1.75,5,7,1760,4830,1919,0
516200,3,2,5,6,1170,5107,1919,0
650000,1,1,3,6,1746,91476,1996,0
257100,3,1.5,4,7,1490,7670,1945,0
457000,2,2,3,8,1510,4560,2006,0
540000,3,1.75,4,7,1610,3478,1929,0
268000,3,1.75,4,8,1970,8400,1966,0
300000,3,1,3,7,1350,7350,1960,0
380000,2,2.5,4,8,1960,11250,1975,0
725000,3,2.5,3,9,3090,35943,1990,0
249000,3,1,3,7,2450,25927,1968,0
274000,5,1,3,7,1680,9458,1929,0
1.78E+06,4,3.25,3,10,3000,10998,2003,0
396500,3,1.75,3,8,1710,7402,1955,0
460000,2,1.5,4,7,1400,7800,1956,0
277000,3,1,4,7,1570,8040,1957,0
449500,6,4,3,7,1760,6642,1998,0
785950,4,3,3,7,1640,4560,1925,0
545000,3,2.5,3,8,2830,9775,1975,0
244000,3,2,4,7,1390,9685,1983,0
165000,3,2.5,3,7,1740,2624,1983,0
435000,2,1,3,7,1410,5000,1906,0
642000,3,2.5,3,10,2740,10854,1987,0
340000,3,2.5,3,7,1720,5544,1999,0
730000,4,2.5,4,9,3350,35711,1991,0
563250,3,1.75,5,7,2270,3773,1982,0
675000,5,2.5,3,8,2820,48351,1979,0
620000,3,1.5,3,8,1880,5100,1954,0
275000,2,2,3,7,1290,5000,1956,0
270000,3,1,3,7,2150,12000,1942,0
325000,4,2.5,3,8,2420,5782,2003,0
476100,4,2.5,3,7,1770,2236,2005,0
700000,2,1,4,8,2420,15000,1959,0
220000,4,2,4,7,1500,5200,1978,0
236000,3,1.75,3,7,1730,10919,1975,0
790000,3,2.5,4,9,2380,4750,1951,0
350000,3,1,3,7,2460,6000,1967,0
130000,2,1,3,6,780,5300,1941,0
283200,4,2.5,3,8,2340,6501,2004,0
273000,3,1,3,6,1210,6250,1945,0
599000,5,2.25,4,8,2460,8870,1976,0
460000,4,2.5,3,8,2680,12746,1960,0
1.16E+06,4,4.25,4,10,3320,39066,1996,0
385000,4,1.75,3,7,1790,8750,1971,0
264250,3,1,3,6,1290,6600,1944,0
608000,3,2.5,3,8,1760,5400,2006,0
450000,3,2.5,4,9,2550,37834,1984,0
1.76E+06,3,2,3,9,2260,4800,1909,0
339950,5,2,4,7,1170,6050,1944,0
760000,6,3.75,4,8,1830,5125,1977,0
350000,2,1,3,7,1664,5363,1940,0
541500,3,1.75,4,8,2400,26112,1960,0
730000,6,2.75,4,7,2550,9532,1963,0
215000,3,1,2,6,1840,5302,1949,0
420000,3,2,4,7,1680,10165,1977,0
655000,4,2.25,3,8,2180,8978,1983,0
240000,3,2.5,4,7,1610,7417,1981,0
730000,4,2,5,7,1720,6000,1939,0
390000,4,1.5,3,7,1380,12100,1962,0
473000,3,1,4,7,1240,10000,1954,0
698000,4,3.5,3,10,1620,5400,1970,0
511000,3,2.5,3,9,2720,5002,2005,0
358000,2,1.5,3,7,1290,1668,1993,0
499990,3,1.75,4,7,1630,7245,1955,0
322000,4,2.25,3,7,1940,10200,1960,0
201000,3,1,3,7,1580,9682,1969,0
765000,4,2.5,3,9,2530,13200,1988,0
920000,4,2.75,5,9,1640,5750,1928,0
360000,4,2,4,7,1410,7199,1977,0
297300,3,1.75,3,8,2080,8305,1987,0
399000,3,1,4,6,2136,13009,1942,0
400000,3,1,4,7,1720,8822,1950,0
230000,3,1.75,4,6,1190,10640,1964,0
290000,3,1,4,7,970,4800,1968,0
323800,3,2.5,3,8,2250,7299,2003,0
574500,4,1.5,4,9,1220,5112,1930,0
505000,3,2.25,3,8,1670,1596,2002,0
372500,2,1,4,7,1450,7560,1944,0
425000,3,1.5,3,7,1590,9744,1964,0
446250,3,2.5,3,9,2400,68824,2000,0
330000,2,0.75,4,4,1170,8756,1924,0
608095,3,2.5,3,9,2840,21743,1983,0
550000,3,2.5,3,8,1980,11200,1958,0
265000,4,2.5,3,7,2120,21277,2004,0
399888,4,2.25,4,7,1550,7628,1930,0
430000,2,1,5,7,1080,2800,1927,0
554990,3,2.5,3,8,2250,8592,2013,0
359950,3,2.5,3,8,2250,5972,2003,0
405000,2,1,4,6,1300,3900,1901,0
280000,2,1,3,7,1370,3488,1981,0
479950,4,2.25,4,8,2210,9600,1966,0
575000,5,1.75,4,9,2860,75546,1976,0
392000,4,2.25,3,8,2160,7733,1983,0
760500,4,2.25,4,9,3930,36136,1977,0
435000,3,2.5,3,8,3020,10042,2003,0
1.57E+06,4,2.75,3,10,2810,9621,1993,0
261000,4,1.5,3,7,1960,10488,1961,0
1.48E+06,3,2.25,3,9,2340,4000,1939,0
853800,7,4,3,9,1970,4410,1927,0
657500,3,2.5,3,9,2490,8636,1989,0
331950,4,2.5,3,8,2140,9933,1990,0
514000,3,1.75,3,8,1900,6244,1986,0
496000,3,3.5,4,9,2180,17085,1995,0
1.09E+06,4,2.5,3,11,3930,20000,1987,0
195700,3,1,5,7,1690,5200,1976,0
1.40E+06,4,2.25,3,9,3850,8640,1925,0
1.18E+06,4,3.25,3,10,4170,23958,1991,0
643403,3,2.5,4,9,2320,10512,1966,0
357000,4,2.5,4,7,2310,8127,1997,0
865000,3,1.75,3,7,2170,11124,1953,0
905000,3,2.5,4,10,2730,10090,1988,0
